,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
132,0.0238650639851888,0.002572429832229759,0.25952744483947754,0.011357501588375828,kd_tree,50,10,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 10, 'weights': 'uniform'}",0.7529045055256447,0.757155001416832,0.7554548030603571,0.7551714366676112,0.0017467877594131427,57
133,0.014055728912353516,0.0035976686875771086,0.15550470352172852,0.009989033608162917,kd_tree,50,10,distance,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 10, 'weights': 'distance'}",0.6962312269764805,0.684613204873902,0.6933975630490223,0.6914139982998017,0.0049460763055014486,169
134,0.012528340021769205,0.0014326534174024833,0.2906593481699626,0.023389743551407948,kd_tree,50,25,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 25, 'weights': 'uniform'}",0.7605553981297818,0.7611221309152735,0.761688863700765,0.7611221309152735,0.00046273538165356263,40
135,0.015827417373657227,0.0018139828848116805,0.22655359903971353,0.020978595679467766,kd_tree,50,25,distance,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 25, 'weights': 'distance'}",0.7137999433267215,0.7001983564749221,0.719183904788892,0.711060734863512,0.007989168018811924,129
136,0.015641132990519207,0.0016391297176618774,0.34365542729695636,0.01055107642028607,kd_tree,50,50,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 50, 'weights': 'uniform'}",0.761688863700765,0.7619722300935109,0.761688863700765,0.7617833191650137,0.00013358019858063737,19
137,0.016181310017903645,0.000751294391498663,0.28733023007710773,0.018220135986746683,kd_tree,50,50,distance,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 50, 'weights': 'distance'}",0.7214508359308586,0.7115330121847548,0.7268347973930291,0.7199395485028809,0.006337673069695383,109
138,0.015285571416219076,0.0006642779850581596,0.4487886428833008,0.03241958921751289,kd_tree,50,100,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 100, 'weights': 'uniform'}",0.7619722300935109,0.7619722300935109,0.7619722300935109,0.7619722300935109,0.0,1
139,0.02209615707397461,0.002708339213748431,0.3718906243642171,0.015166263596818207,kd_tree,50,100,distance,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 100, 'weights': 'distance'}",0.7274015301785208,0.7177670728251629,0.7296684613204873,0.724945688108057,0.005159724297250447,73
140,0.01708642641703288,0.0021954887392845917,0.16107590993245444,0.011801009520176773,kd_tree,100,1,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 100, 'n_neighbors': 1, 'weights': 'uniform'}",0.6429583451402664,0.6217058656843298,0.6361575517143667,0.6336072541796544,0.008861714803690517,229
141,0.01856406529744466,0.0055739147348707226,0.0855255921681722,0.006958722171954096,kd_tree,100,1,distance,"{'algorithm': 'kd_tree', 'leaf_size': 100, 'n_neighbors': 1, 'weights': 'distance'}",0.6429583451402664,0.6217058656843298,0.6361575517143667,0.6336072541796544,0.008861714803690517,229
