,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3296,7.302608346939087,0.4093390913529352,0.2635174751281738,0.017440433066771847,log_loss,10,sqrt,0.25,1000,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'n_estimators': 1000}",0.7629839471199245,0.7629839471199245,0.7638167217760983,0.7633443552196505,0.7628719886632026,0.7632001919797601,0.000347025395416099,127
3297,0.06907320022583008,0.008828346113371644,0.008054065704345702,0.0010595822880389277,log_loss,10,sqrt,0.5,5,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 5}",0.7587346553352219,0.7573182247403211,0.7576759565422768,0.757203589985829,0.7600377893245158,0.758194043185633,0.001068469052532924,3049
3298,0.11804180145263672,0.01313528809245883,0.007995319366455079,0.003418688597856626,log_loss,10,sqrt,0.5,10,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 10}",0.7615675165250236,0.7620396600566572,0.7623996221067548,0.7609825224374114,0.7614548889938593,0.7616888420239413,0.0004892081098042159,2847
3299,0.47023849487304686,0.022569638492886145,0.017383623123168945,0.004716573317441571,log_loss,10,sqrt,0.5,50,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 50}",0.7620396600566572,0.7629839471199245,0.7638167217760983,0.7614548889938593,0.7628719886632026,0.7626334413219483,0.0008150427673027336,2626
3300,0.9783308982849122,0.038094103074528644,0.03495955467224121,0.006854432169943459,log_loss,10,sqrt,0.5,100,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 100}",0.7629839471199245,0.7625118035882908,0.7633443552196505,0.7623996221067548,0.7628719886632026,0.7628223433395647,0.00033947165440605115,2529
3301,2.3151323795318604,0.047138438888845696,0.07207202911376953,0.01178387813580668,log_loss,10,sqrt,0.5,250,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 250}",0.7629839471199245,0.7629839471199245,0.7638167217760983,0.7614548889938593,0.7628719886632026,0.7628222987346017,0.0007633368947582513,2555
3302,4.462252473831176,0.21618070840976614,0.14333829879760743,0.017842871751857194,log_loss,10,sqrt,0.5,500,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 500}",0.7625118035882908,0.7629839471199245,0.7638167217760983,0.7614548889938593,0.761927255550307,0.7625389234056961,0.0008222917289486512,2667
3303,8.738319540023804,0.21583764315935694,0.258083438873291,0.01757867860149974,log_loss,10,sqrt,0.5,1000,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.5, 'n_estimators': 1000}",0.7629839471199245,0.7629839471199245,0.7633443552196505,0.761927255550307,0.7633443552196505,0.7629167720458915,0.0005203503852482537,2479
3304,0.07195196151733399,0.010261105445748027,0.0059051990509033205,0.0016291920767365841,log_loss,10,sqrt,0.75,5,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 5}",0.7601510859301227,0.7577903682719547,0.761927255550307,0.7581483230987246,0.7605101558809636,0.7597054377464145,0.0015410869574081015,2990
3305,0.12525763511657714,0.0133618986795945,0.008298254013061524,0.0024122541491988017,log_loss,10,sqrt,0.75,10,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.75, 'n_estimators': 10}",0.7629839471199245,0.76109537299339,0.7600377893245158,0.7605101558809636,0.7581483230987246,0.7605551176835037,0.001565464697724423,2945
